route_id,route_name,trip_id,shape_id,stop_sequence,stop_id,stop_name,latitude,longitude,arrival_time,departure_time
1,Philadelphia Pike,297432,22603,1,1,ORANGE ST @ 5TH ST,39.742018,-75.551716,5:54:00 PM,5:54:00 PM
1,Philadelphia Pike,297432,22603,2,74,ORANGE ST & 9TH ST,39.744921,-75.549674,5:57:12 PM,5:57:12 PM
1,Philadelphia Pike,297432,22603,3,4,11TH ST & KING ST,39.746129,-75.546627,6:00:00 PM,6:00:00 PM
1,Philadelphia Pike,297432,22603,4,5,FRENCH ST & 14TH ST,39.748296,-75.543573,6:01:34 PM,6:01:34 PM
1,Philadelphia Pike,297432,22603,5,6,MARKET ST & OP 20TH ST,39.751766,-75.541835,6:03:30 PM,6:03:30 PM
1,Philadelphia Pike,297432,22603,6,7,MARKET ST & VANDEVER AVE,39.752304,-75.540672,6:03:54 PM,6:03:54 PM
1,Philadelphia Pike,297432,22603,7,8,MARKET ST & 23RD ST,39.753147,-75.538711,6:04:35 PM,6:04:35 PM
1,Philadelphia Pike,297432,22603,8,3817,MARKET ST & 25TH ST,39.754002,-75.536834,6:05:15 PM,6:05:15 PM
1,Philadelphia Pike,297432,22603,9,9,MARKET ST & 26TH ST,39.754344,-75.535881,6:05:34 PM,6:05:34 PM
