shape_id,shape_pt_sequence,latitude,longitude
22595,111,39.768438,-75.49721
22595,112,39.768868,-75.496446
22595,113,39.769272,-75.495671
22595,114,39.769514,-75.495282
22595,115,39.769612,-75.495159
22595,116,39.770205,-75.494467
22595,117,39.770779,-75.495164
22595,118,39.771125,-75.495816
22595,119,39.772042,-75.497456
22595,120,39.772042,-75.497456
22595,121,39.772827,-75.496257
22595,122,39.773532,-75.49519
22595,123,39.774193,-75.494239
22595,124,39.774879,-75.493318
22595,125,39.775371,-75.492641
22595,126,39.775863,-75.491891
22595,127,39.776171,-75.491382
22595,128,39.776457,-75.490947
22595,129,39.776755,-75.490507
22595,130,39.777052,-75.490068
22595,131,39.777568,-75.489306
22595,132,39.777687,-75.489129
22595,133,39.777725,-75.489072
22595,134,39.777748,-75.489034
22595,135,39.777903,-75.488794
22595,136,39.779728,-75.485966
22595,137,39.780038,-75.485495
22595,138,39.780615,-75.484588
22595,139,39.781462,-75.483272
22595,140,39.78172,-75.482892
22595,141,39.781907,-75.482592
22595,142,39.782144,-75.482201
22595,143,39.782771,-75.481223
22595,144,39.783747,-75.479823
22595,145,39.784284,-75.479008
22595,146,39.785009,-75.477946
22595,147,39.785056,-75.477881
22595,148,39.786009,-75.476818
22595,149,39.787,-75.475705
22595,150,39.788208,-75.474419
22595,151,39.78861,-75.473983
22595,152,39.788982,-75.473578
22595,153,39.789849,-75.472608
22595,154,39.790336,-75.472051
22595,155,39.790613,-75.471736
22595,156,39.790734,-75.471598
22595,157,39.792079,-75.470187
22595,158,39.792448,-75.469779
22595,159,39.792701,-75.469473
22595,160,39.793057,-75.469028
22595,161,39.79393,-75.46807
22595,162,39.794091,-75.467889
22595,163,39.795021,-75.466888
22595,164,39.795314,-75.466531
22595,165,39.79591,-75.46586
22595,166,39.796,-75.465755
22595,167,39.798643,-75.462685
22595,168,39.798721,-75.462595
22595,169,39.798792,-75.462511
22595,170,39.79909,-75.462161
22595,171,39.799834,-75.461291
22595,172,39.800038,-75.461048
22595,173,39.800509,-75.460462
22595,174,39.800785,-75.460094
22595,175,39.800887,-75.459958
22595,176,39.800968,-75.459848
22595,177,39.801382,-75.459277
22595,178,39.801823,-75.458668
22595,179,39.802454,-75.457778
22595,180,39.802854,-75.457181
22595,181,39.803212,-75.45663
22595,182,39.803387,-75.45637
22595,183,39.803796,-75.455663
22595,184,39.804416,-75.454417
22595,185,39.804513,-75.454222
22595,186,39.804513,-75.454222
22595,187,39.804513,-75.454222
22595,188,39.805476,-75.454912
22595,189,39.805631,-75.455022
22595,190,39.806757,-75.455855
22595,191,39.807232,-75.456224
22595,192,39.807958,-75.45681
22595,193,39.808279,-75.45707
22595,194,39.80865,-75.457434
22595,195,39.809884,-75.458781
22595,196,39.810075,-75.459048
22595,197,39.810173,-75.459192
22595,198,39.810369,-75.459478
22595,199,39.810511,-75.459729
22595,200,39.81057,-75.459853
22595,201,39.810646,-75.460029
22595,202,39.810769,-75.460351
22595,203,39.810872,-75.460632
22595,204,39.811109,-75.461319
22595,205,39.811507,-75.462486
22595,206,39.811631,-75.462855
22595,207,39.812433,-75.465013
22595,208,39.812984,-75.466419
22595,209,39.81323,-75.466257
22595,210,39.813561,-75.465769
22595,211,39.81388,-75.465327
22595,212,39.815034,-75.464039
22595,213,39.815165,-75.463845
22595,214,39.815246,-75.463619
22595,215,39.815282,-75.463506
22595,216,39.815296,-75.463272
22595,217,39.815278,-75.463057
22595,218,39.815216,-75.462836
22595,219,39.814852,-75.462085
22595,220,39.814812,-75.461905
22595,221,39.814813,-75.46165
22595,222,39.814852,-75.461539
22595,223,39.814873,-75.461485
22595,224,39.814983,-75.46128
22595,225,39.815986,-75.45978
22595,226,39.816134,-75.459561
22595,227,39.816139,-75.459498
22595,228,39.816233,-75.459376
22595,229,39.816379,-75.459213
22595,230,39.816438,-75.45916
22595,231,39.816513,-75.459114
22595,232,39.816671,-75.459043
22595,233,39.816769,-75.459004
22595,234,39.816986,-75.458911
22595,235,39.817051,-75.458867
22595,236,39.817165,-75.45877
22595,237,39.817183,-75.458827
22595,238,39.817208,-75.45889
22595,239,39.817311,-75.459154
22595,240,39.817355,-75.459274
22595,241,39.817384,-75.459351
22595,242,39.817413,-75.459435
22595,243,39.817884,-75.460761
22595,244,39.818347,-75.462065
22595,245,39.818605,-75.461882
22595,246,39.818981,-75.461783
22595,247,39.819087,-75.461799
22595,248,39.819221,-75.461799
22595,249,39.819335,-75.461799
22595,250,39.819387,-75.461778
22595,251,39.819568,-75.461707
22595,252,39.819725,-75.461615
22595,253,39.819819,-75.461546
22595,254,39.819942,-75.461456
22595,255,39.820234,-75.461147
22595,256,39.820838,-75.460494
22595,257,39.821316,-75.459517
22595,258,39.821441,-75.45924
22595,259,39.821738,-75.45873
22595,260,39.821875,-75.458445
22595,261,39.82189,-75.458403
22595,262,39.82189,-75.458403
22595,263,39.821935,-75.458281
22595,264,39.821948,-75.458164
22595,265,39.821947,-75.458065
22595,266,39.821869,-75.457822
22595,267,39.821801,-75.45773
22595,268,39.821719,-75.457675
22595,269,39.821536,-75.457552
22595,270,39.821027,-75.457295
22595,271,39.820026,-75.456808
22595,272,39.819612,-75.456646
22595,273,39.8195,-75.456626
22595,274,39.819432,-75.456628
22595,275,39.819334,-75.456651
22595,276,39.819271,-75.456694
22595,277,39.818855,-75.457141
22595,278,39.81825,-75.457759
22595,279,39.817682,-75.458313
22595,280,39.81764,-75.458353
22595,281,39.817607,-75.458468
22595,282,39.817441,-75.458664
22595,283,39.817208,-75.45889
22595,284,39.81709,-75.458972
22595,285,39.81709,-75.458972
22595,286,39.817051,-75.458867
22595,287,39.816942,-75.458563
22595,288,39.816534,-75.45738
22595,289,39.816416,-75.456997
22595,290,39.816177,-75.456234
22595,291,39.815966,-75.455379
22595,292,39.815901,-75.455122
22595,293,39.815861,-75.45496
22595,294,39.815714,-75.454307
22595,295,39.815689,-75.454214
22595,296,39.815529,-75.453583
22595,297,39.815495,-75.453446
22595,298,39.815452,-75.453284
22595,299,39.815396,-75.453068
22595,300,39.815184,-75.452251
22595,301,39.814897,-75.451323
22595,302,39.814729,-75.450803
22595,303,39.814271,-75.449353
22595,304,39.814271,-75.449353
22595,305,39.814446,-75.449241
22595,306,39.815174,-75.44881
22595,307,39.81537,-75.448708
22595,308,39.816016,-75.44837
22595,309,39.816063,-75.448371
22595,310,39.816107,-75.448416
